qtext,label,atext
How can you minimize the risks of using retinoids?,0,"Since the first retinoid was approved for acne in 1971, these drugs have been hailed by many as a cure-all for skin problems."
How can you minimize the risks of using retinoids?,0,"Although retinoids may not be the answer to every skin condition, there are several with proven results."
Can medication cause erectile dysfunction?,1,"If you think your medicine may be causing your problem, don't just stop taking it."
Can medication cause erectile dysfunction?,1,Talk to your doctor.
Can medication cause erectile dysfunction?,1,"You may need to switch to something different, or consider taking an ED medication, too."
Can medication cause erectile dysfunction?,0,"Like the stock market and foreign car engines, erections are mysterious things that seem to have a mind of their own."
Can medication cause erectile dysfunction?,0,"When they don't happen, it can be disappointing, at the very least."
Does aging cause erectile dysfunction?,1,"Aging doesn't cause ED, but the problem is more common in older men."
Does aging cause erectile dysfunction?,1,Counseling can help you work through any relationship or emotional troubles you may be facing.
Does aging cause erectile dysfunction?,0,"Like the stock market and foreign car engines, erections are mysterious things that seem to have a mind of their own."
Does aging cause erectile dysfunction?,0,"When they don't happen, it can be disappointing, at the very least."
Does aging cause erectile dysfunction?,0,"var s_context; s_context= s_context || {}; s_context['wb.modimp'] = 'vidfloat'; if(webmd.useragent && webmd.useragent.ua.type === 'desktop'){ webmd.ads2.disable Initial Load(); webmd.ads2.disable Ads Init = true; $(function() { webmd.p.pim.increment(); $('.responsive-video-container').insert After('.module-social-share-container'); require(['video2/1/responsive-player/video-loader'], function(video Loader) { video Loader.init({ autoplay: webmd.useragent.ua.type === 'desktop' && !"
What causes erectile dysfunction?,1,"!s_sensitive, chron ID: $('article embeded_module[type=video][align=top]:eq(0)').attr('chronic_id'), continuous Play: true, cp Options: { flyout: true }, display Ads: true, mode: 'in-article', sticky: true }) }); }); } else { $(function(){ $('.responsive-video-container').remove(); }); } Decreased blood flow, typically because vessels that supply blood to the penis have narrowed, is often the cause of erectile dysfunction ( ED) in older men."
What causes erectile dysfunction?,1,Emotional issues are more commonly at the root of it for younger men.
What causes erectile dysfunction?,1,Just about any medical condition that affects your nerves or blood vessels could hurt your ability to have erections.
What causes erectile dysfunction?,0,"Like the stock market and foreign car engines, erections are mysterious things that seem to have a mind of their own."
What causes erectile dysfunction?,0,"When they don't happen, it can be disappointing, at the very least."
What causes erectile dysfunction?,0,"var s_context; s_context= s_context || {}; s_context['wb.modimp'] = 'vidfloat'; if(webmd.useragent && webmd.useragent.ua.type === 'desktop'){ webmd.ads2.disable Initial Load(); webmd.ads2.disable Ads Init = true; $(function() { webmd.p.pim.increment(); $('.responsive-video-container').insert After('.module-social-share-container'); require(['video2/1/responsive-player/video-loader'], function(video Loader) { video Loader.init({ autoplay: webmd.useragent.ua.type === 'desktop' && !"
How did researchers try to find the link between thimerosal and autism?,1,"To see if thimerosal was linked to autism, researchers studied children who received vaccines that contained it."
How did researchers try to find the link between thimerosal and autism?,1,They compared them to kids who received vaccines that didn't.
How did researchers try to find the link between thimerosal and autism?,0,The research is clear: Vaccines don't cause autism.
How did researchers try to find the link between thimerosal and autism?,0,More than a dozen studies have tried to find a link.
What is the controversy behind thimerosal and autism?,1,"It was called thimerosal, and it contained mercury."
What is the controversy behind thimerosal and autism?,1,That's a metal that's harmful to the brain and kidneys at high levels.
What is the controversy behind thimerosal and autism?,0,The research is clear: Vaccines don't cause autism.
What is the controversy behind thimerosal and autism?,0,More than a dozen studies have tried to find a link.
How are vaccines linked to autism?,1,More than a dozen studies have tried to find a link.
How are vaccines linked to autism?,1,The paper's findings led other doctors to do their own research into the link between the MMR vaccine and autism.
How are vaccines linked to autism?,0,The research is clear: Vaccines don't cause autism.
How are vaccines linked to autism?,0,Each one has come up empty.
What should I do if my child has a biting injury?,1,"If you bite your child, the child is going to get the impression that this behavior is acceptable and he or she will be more likely to do it again."
What should I do if my child has a biting injury?,1,Even little teeth can break the skin.
What should I do if my child has a biting injury?,1,"If the bite is bleeding and the wound appears to be deep, call your child's doctor."
What should I do if my child has a biting injury?,0,You're enjoying a sunny afternoon on the playground when suddenly you spot your toddler with teeth embedded in a playmate's arm.
What should I do if my child has a biting injury?,0,"Horrified, you rush to discipline your pint-sized vampire -- but what's the best way to handle the situation?"
Why do children bite?,1,Kids bite for a number of reasons -- and most of them aren't intentionally malicious.
Why do children bite?,1,They're in pain.
Why do children bite?,1,They're looking for a reaction.
Why do children bite?,0,You're enjoying a sunny afternoon on the playground when suddenly you spot your toddler with teeth embedded in a playmate's arm.
Why do children bite?,0,"Horrified, you rush to discipline your pint-sized vampire -- but what's the best way to handle the situation?"
Why do children bite?,0,Biting is a normal part of childhood development.
What are the risks of taking biotin?,1,If you have any medical conditions -- or are pregnant or breastfeeding -- check with a doctor before using biotin supplements.
